MONTH,DAY_OF_MONTH,FL_DATE,MKT_CARRIER,OP_CARRIER,ORIGIN,DEST,CRS_ELAPSED_TIME,DISTANCE,CRS_DEP_1hrpre,CRS_DEP_1hrpost,DEP_1hrpre_num,Arr_1hrpre_num,max_temp_f,min_temp_f,max_dewpoint_f,min_dewpoint_f,precip_in,avg_wind_speed_kts,snow_in,avg_feel,FAA_class,scheduled_Turnarnd,Scheduled_DEP,Scheduled_ARR_Ori,Actual_ARR_dt_Ori,Scheduled_DEP_EST,Scheduled_ARR_EST,Scheduled_ARR_Local,late_airjet_when_turnaround_within_180,day_of_week,DEP_DEL15
2,18,2023-02-18,UA,UA,SFO,ATL,274.0,2139,18FEB23:09:00:00,18FEB23:11:00:00,16,43,60,40,45.0,30.0,0.0,3.5628026,0.0,49.630894,Lrg,104.0,02/18/2023 10:59:00,02/18/2023 15:33:00,02/18/2023 15:45:00,02/18/2023 13:59:00,02/18/2023 18:33:00,02/18/2023 18:33:00,0,Saturday,0.0
3,8,2023-03-08,AS,QX,SEA,EUG,68.0,234,08MAR23:21:00:00,08MAR23:23:00:00,26,1,44,33,36.0,26.1,0.01,5.300755,0.0,33.457516,Lrg,211.0,03/08/2023 22:50:00,03/08/2023 23:58:00,03/08/2023 23:57:00,03/09/2023  1:50:00,03/09/2023  2:58:00,03/08/2023 23:58:00,0,Wednesday,0.0
8,12,2023-08-12,NK,NK,LAS,SEA,160.0,867,12AUG23:14:00:00,12AUG23:16:00:00,17,35,102,80,50.0,40.0,0.0,4.344881,0.0,88.4716,Lrg,55.0,08/12/2023 15:08:00,08/12/2023 17:48:00,08/12/2023 17:31:00,08/12/2023 18:08:00,08/12/2023 20:48:00,08/12/2023 17:48:00,0,Saturday,0.0
8,19,2023-08-19,AS,OO,SFO,SNA,91.0,372,19AUG23:10:00:00,19AUG23:12:00:00,27,6,77,62,61.0,58.0,0.0,9.037353,0.0,66.691505,Lrg,49.0,08/19/2023 11:40:00,08/19/2023 13:11:00,08/19/2023 13:08:00,08/19/2023 14:40:00,08/19/2023 16:11:00,08/19/2023 13:11:00,0,Saturday,0.0
5,26,2023-05-26,AS,AS,SEA,LAX,165.0,954,26MAY23:18:00:00,26MAY23:20:00:00,21,42,82,56,52.0,46.0,0.0,5.300755,0.0,68.294266,Lrg,205.0,05/26/2023 19:55:00,05/26/2023 22:40:00,05/26/2023 22:20:00,05/26/2023 22:55:00,05/27/2023  1:40:00,05/26/2023 22:40:00,0,Friday,0.0
9,15,2023-09-15,F9,F9,ATL,DEN,204.0,1199,15SEP23:21:00:00,15SEP23:23:00:00,63,24,74,68,68.0,63.0,0.03,8.081479,0.0,70.80586,Lrg,65.0,09/15/2023 22:29:00,09/16/2023  1:53:00,09/16/2023  1:49:00,09/15/2023 22:29:00,09/16/2023  1:53:00,09/15/2023 23:53:00,0,Friday,0.0
7,9,2023-07-09,AA,AA,DFW,TUS,134.0,813,09JUL23:13:00:00,09JUL23:15:00:00,40,1,90,74,73.9,69.1,0.12,8.081479,0.0,86.479485,Lrg,61.0,07/09/2023 14:29:00,07/09/2023 16:43:00,07/09/2023 17:15:00,07/09/2023 15:29:00,07/09/2023 17:43:00,07/09/2023 14:43:00,1,Sunday,1.0
5,31,2023-05-31,AA,AA,SMF,PHX,111.0,647,31MAY23:10:00:00,31MAY23:12:00:00,9,19,79,54,55.9,48.9,0.0,8.77666,0.0,64.21596,Med,58.0,05/31/2023 11:30:00,05/31/2023 13:21:00,05/31/2023 13:14:00,05/31/2023 14:30:00,05/31/2023 17:21:00,05/31/2023 13:21:00,0,Wednesday,0.0
7,17,2023-07-17,DL,DL,ATL,SAV,73.0,214,17JUL23:18:00:00,17JUL23:20:00:00,47,2,91,71,68.0,58.0,0.0,4.8662667,0.0,81.61752,Lrg,93.0,07/17/2023 19:49:00,07/17/2023 21:02:00,07/17/2023 21:17:00,07/17/2023 19:49:00,07/17/2023 21:02:00,07/17/2023 21:02:00,0,Monday,1.0
11,29,2023-11-29,WN,WN,ATL,JAN,85.0,341,29NOV23:07:00:00,29NOV23:09:00:00,39,0,56,28,26.0,14.0,0.0,4.431779,0.0,38.068184,Lrg,60.0,11/29/2023  8:40:00,11/29/2023 10:05:00,11/29/2023  9:53:00,11/29/2023  8:40:00,11/29/2023 10:05:00,11/29/2023  9:05:00,0,Wednesday,0.0
7,31,2023-07-31,WN,WN,SAN,RNO,85.0,488,31JUL23:20:00:00,31JUL23:22:00:00,14,3,78,69,68.0,64.0,0.0001,4.171086,0.0,72.94216,Lrg,40.0,07/31/2023 21:10:00,07/31/2023 22:35:00,07/31/2023 22:28:00,08/01/2023  0:10:00,08/01/2023  1:35:00,07/31/2023 22:35:00,0,Monday,0.0
8,11,2023-08-11,F9,F9,CVG,ATL,99.0,373,11AUG23:12:00:00,11AUG23:14:00:00,8,51,85,63,68.0,64.0,0.0,5.995936,0.0,75.34715,Med,60.0,08/11/2023 13:43:00,08/11/2023 15:22:00,08/11/2023 16:06:00,08/11/2023 13:43:00,08/11/2023 15:22:00,08/11/2023 15:22:00,1,Friday,1.0
7,22,2023-07-22,F9,F9,DTW,MCO,160.0,957,22JUL23:09:00:00,22JUL23:11:00:00,8,22,82,63,60.8,53.6,0.0,4.9531646,0.0,73.33213,Lrg,46.0,07/22/2023 10:10:00,07/22/2023 12:50:00,07/22/2023 12:32:00,07/22/2023 10:10:00,07/22/2023 12:50:00,07/22/2023 12:50:00,0,Saturday,0.0
7,17,2023-07-17,DL,YX,LGA,SDF,148.0,659,17JUL23:16:00:00,17JUL23:18:00:00,30,7,90,75,74.0,64.0,0.0,5.995936,0.0,83.64652,Lrg,61.0,07/17/2023 17:30:00,07/17/2023 19:58:00,07/17/2023 19:40:00,07/17/2023 17:30:00,07/17/2023 19:58:00,07/17/2023 19:58:00,0,Monday,0.0
3,2,2023-03-02,WN,WN,OAK,RNO,55.0,181,02MAR23:08:00:00,02MAR23:10:00:00,11,3,55,38,42.1,25.0,0.0,6.169731,0.0,46.835094,Med,35.0,03/02/2023  9:50:00,03/02/2023 10:45:00,03/02/2023 10:47:00,03/02/2023 12:50:00,03/02/2023 13:45:00,03/02/2023 10:45:00,0,Thursday,0.0
10,23,2023-10-23,WN,WN,OAK,ONT,80.0,362,23OCT23:10:00:00,23OCT23:12:00:00,7,5,68,57,60.0,57.0,0.0001,5.995936,0.0,62.09059,Med,40.0,10/23/2023 11:10:00,10/23/2023 12:30:00,10/23/2023 12:17:00,10/23/2023 14:10:00,10/23/2023 15:30:00,10/23/2023 12:30:00,0,Monday,0.0
5,18,2023-05-18,NK,NK,TPA,ACY,142.0,913,18MAY23:19:00:00,18MAY23:21:00:00,9,1,90,74,71.1,66.0,0.0,4.8662667,0.0,83.212906,Lrg,53.0,05/18/2023 20:00:00,05/18/2023 22:22:00,05/18/2023 22:02:00,05/18/2023 20:00:00,05/18/2023 22:22:00,05/18/2023 22:22:00,0,Thursday,0.0
6,26,2023-06-26,AA,AA,CLT,SYR,110.0,603,26JUN23:13:00:00,26JUN23:15:00:00,54,0,90,68,70.0,61.0,0.0,7.7338886,0.0,80.38563,Lrg,82.0,06/26/2023 14:56:00,06/26/2023 16:46:00,06/26/2023 16:42:00,06/26/2023 14:56:00,06/26/2023 16:46:00,06/26/2023 16:46:00,0,Monday,0.0
5,20,2023-05-20,UA,OO,DEN,XWA,117.0,582,20MAY23:10:00:00,20MAY23:12:00:00,43,1,70,46,50.0,44.1,0.0,5.7352433,0.0,57.06195,Lrg,178.0,05/20/2023 11:21:00,05/20/2023 13:18:00,05/20/2023 13:19:00,05/20/2023 13:21:00,05/20/2023 15:18:00,05/20/2023 14:18:00,0,Saturday,1.0
7,12,2023-07-12,WN,WN,MKE,DEN,150.0,896,12JUL23:07:00:00,12JUL23:09:00:00,5,40,73,61,64.0,53.1,1.58,9.645637,0.0,66.40209,Med,40.0,07/12/2023  8:35:00,07/12/2023 11:05:00,07/12/2023 10:55:00,07/12/2023  9:35:00,07/12/2023 12:05:00,07/12/2023 10:05:00,0,Wednesday,0.0
10,23,2023-10-23,UA,UA,BNA,DEN,178.0,1014,23OCT23:16:00:00,23OCT23:18:00:00,18,74,79,47,48.0,41.0,0.0,3.3021097,0.0,61.129787,Lrg,65.0,10/23/2023 17:26:00,10/23/2023 20:24:00,10/23/2023 20:48:00,10/23/2023 18:26:00,10/23/2023 21:24:00,10/23/2023 19:24:00,0,Monday,1.0
3,14,2023-03-14,AA,AA,DEN,DFW,116.0,641,14MAR23:13:00:00,14MAR23:15:00:00,65,53,63,32,24.1,10.9,0.0,8.602865,0.0,43.988857,Lrg,60.0,03/14/2023 14:50:00,03/14/2023 16:46:00,03/14/2023 16:31:00,03/14/2023 16:50:00,03/14/2023 18:46:00,03/14/2023 17:46:00,0,Tuesday,0.0
4,27,2023-04-27,AA,AA,DFW,DCA,184.0,1192,27APR23:17:00:00,27APR23:19:00:00,40,22,69,55,57.9,50.0,0.0001,9.037353,0.0,62.15812,Lrg,671.0,04/27/2023 18:56:00,04/27/2023 22:00:00,04/27/2023 22:14:00,04/27/2023 19:56:00,04/27/2023 23:00:00,04/27/2023 23:00:00,0,Thursday,1.0
9,26,2023-09-26,NK,NK,RNO,LAS,89.0,345,26SEP23:09:00:00,26SEP23:11:00:00,3,29,81,54,43.0,14.0,0.0,6.6042194,0.0,66.35345,Med,52.0,09/26/2023 10:30:00,09/26/2023 11:59:00,09/26/2023 11:38:00,09/26/2023 13:30:00,09/26/2023 14:59:00,09/26/2023 11:59:00,0,Tuesday,0.0
2,11,2023-02-11,AA,OO,ORD,BNA,99.0,409,11FEB23:13:00:00,11FEB23:15:00:00,67,15,47,23,24.1,10.9,0.0,6.95181,0.0,29.054958,Lrg,48.0,02/11/2023 14:38:00,02/11/2023 16:17:00,02/11/2023 15:59:00,02/11/2023 15:38:00,02/11/2023 17:17:00,02/11/2023 16:17:00,0,Saturday,0.0
3,30,2023-03-30,DL,OO,SLC,CNY,69.0,183,30MAR23:12:00:00,30MAR23:14:00:00,8,0,42,34,35.1,28.0,0.15,5.300755,0.7,32.377605,Lrg,45.0,03/30/2023 13:45:00,03/30/2023 14:54:00,03/30/2023 15:20:00,03/30/2023 15:45:00,03/30/2023 16:54:00,03/30/2023 14:54:00,1,Thursday,0.0
2,17,2023-02-17,WN,WN,BWI,SJU,240.0,1565,17FEB23:07:00:00,17FEB23:09:00:00,7,0,65,34,60.1,17.1,0.77,12.339462,0.0,47.734756,Lrg,20.0,02/17/2023  8:50:00,02/17/2023 12:50:00,02/17/2023 14:04:00,02/17/2023  8:50:00,02/17/2023 12:50:00,02/17/2023 13:50:00,0,Friday,1.0
4,17,2023-04-17,DL,YX,JFK,DCA,98.0,213,17APR23:13:00:00,17APR23:15:00:00,23,26,67,53,55.0,30.9,0.01,11.470487,0.0,58.087353,Lrg,152.0,04/17/2023 14:57:00,04/17/2023 16:35:00,04/17/2023 16:47:00,04/17/2023 14:57:00,04/17/2023 16:35:00,04/17/2023 16:35:00,0,Monday,1.0
2,28,2023-02-28,DL,DL,CMH,ATL,100.0,447,28FEB23:15:00:00,28FEB23:17:00:00,4,61,54,37,48.0,33.1,0.0,9.732533,0.0,38.546253,Med,55.0,02/28/2023 16:31:00,02/28/2023 18:11:00,02/28/2023 17:49:00,02/28/2023 16:31:00,02/28/2023 18:11:00,02/28/2023 18:11:00,0,Tuesday,0.0
7,17,2023-07-17,AA,OO,DFW,FLG,148.0,853,17JUL23:18:00:00,17JUL23:20:00:00,55,0,106,74,73.0,60.0,0.0,8.081479,0.0,93.449425,Lrg,71.0,07/17/2023 19:05:00,07/17/2023 21:33:00,07/17/2023 22:40:00,07/17/2023 20:05:00,07/17/2023 22:33:00,07/17/2023 19:33:00,1,Monday,1.0
10,29,2023-10-29,AS,AS,MSP,SEA,237.0,1399,29OCT23:18:00:00,29OCT23:20:00:00,30,25,39,27,22.0,16.0,0.0,7.4731956,0.0,24.977005,Lrg,56.0,10/29/2023 19:57:00,10/29/2023 23:54:00,10/29/2023 23:21:00,10/29/2023 20:57:00,10/30/2023  0:54:00,10/29/2023 21:54:00,0,Sunday,0.0
1,15,2023-01-15,AA,MQ,ORD,PIA,54.0,130,15JAN23:18:00:00,15JAN23:20:00:00,51,0,44,26,26.1,19.9,0.0,11.209793,0.0,26.82621,Lrg,430.0,01/15/2023 19:35:00,01/15/2023 20:29:00,01/15/2023 20:46:00,01/15/2023 20:35:00,01/15/2023 21:29:00,01/15/2023 20:29:00,0,Sunday,0.0
7,26,2023-07-26,DL,DL,DTW,DCA,89.0,405,26JUL23:20:00:00,26JUL23:22:00:00,24,24,84,66,71.6,62.6,1.03,7.994581,0.0,74.800575,Lrg,123.0,07/26/2023 21:18:00,07/26/2023 22:47:00,07/26/2023 23:35:00,07/26/2023 21:18:00,07/26/2023 22:47:00,07/26/2023 22:47:00,1,Wednesday,1.0
11,27,2023-11-27,WN,WN,LAS,BOI,105.0,519,27NOV23:20:00:00,27NOV23:22:00:00,21,3,59,38,21.0,13.0,0.0,4.5186763,0.0,46.95084,Lrg,50.0,11/27/2023 21:50:00,11/27/2023 23:35:00,11/27/2023 23:39:00,11/28/2023  0:50:00,11/28/2023  2:35:00,11/28/2023  0:35:00,0,Monday,0.0
7,8,2023-07-08,DL,DL,RDU,ATL,92.0,356,08JUL23:15:00:00,08JUL23:17:00:00,8,53,90,72,77.0,70.0,0.07,2.085543,0.0,81.88869,Med,70.0,07/08/2023 16:04:00,07/08/2023 17:36:00,07/08/2023 17:27:00,07/08/2023 16:04:00,07/08/2023 17:36:00,07/08/2023 17:36:00,0,Saturday,0.0
3,11,2023-03-11,WN,WN,MDW,RSW,165.0,1105,11MAR23:08:00:00,11MAR23:10:00:00,23,6,39,33,32.0,27.0,0.17,8.602865,0.0,28.643568,Lrg,20.0,03/11/2023  9:55:00,03/11/2023 12:40:00,03/11/2023 13:52:00,03/11/2023 10:55:00,03/11/2023 13:40:00,03/11/2023 13:40:00,0,Saturday,1.0
3,12,2023-03-12,AA,YX,ORD,CLE,103.0,316,12MAR23:08:00:00,12MAR23:10:00:00,79,5,37,30,33.1,19.9,0.08,6.95181,0.2,27.622925,Lrg,66.0,03/12/2023  9:45:00,03/12/2023 11:28:00,03/12/2023 11:36:00,03/12/2023 10:45:00,03/12/2023 12:28:00,03/12/2023 12:28:00,0,Sunday,0.0
11,17,2023-11-17,AS,AS,LAX,EWR,329.0,2454,17NOV23:09:00:00,17NOV23:11:00:00,44,16,72,55,60.0,52.0,0.0001,5.995936,0.0,63.34913,Lrg,195.0,11/17/2023 10:30:00,11/17/2023 15:59:00,11/17/2023 15:27:00,11/17/2023 13:30:00,11/17/2023 18:59:00,11/17/2023 18:59:00,0,Friday,0.0
10,5,2023-10-05,AA,AA,CLT,MIA,125.0,650,05OCT23:13:00:00,05OCT23:15:00:00,58,13,81,57,60.0,54.0,0.0,3.8234954,0.0,68.70475,Lrg,66.0,10/05/2023 14:37:00,10/05/2023 16:42:00,10/05/2023 16:44:00,10/05/2023 14:37:00,10/05/2023 16:42:00,10/05/2023 16:42:00,0,Thursday,0.0
1,16,2023-01-16,UA,UA,DEN,RSW,222.0,1607,16JAN23:16:00:00,16JAN23:18:00:00,37,9,47,24,28.9,18.0,0.0,6.430424,0.0,28.7361,Lrg,95.0,01/16/2023 17:50:00,01/16/2023 21:32:00,01/16/2023 21:11:00,01/16/2023 19:50:00,01/16/2023 23:32:00,01/16/2023 23:32:00,0,Monday,0.0
4,11,2023-04-11,AA,MQ,AUS,PSP,188.0,1132,11APR23:08:00:00,11APR23:10:00:00,17,0,74,46,57.9,46.9,0.0,3.5628026,0.0,60.885365,Lrg,30.0,04/11/2023  9:20:00,04/11/2023 12:28:00,04/11/2023 12:04:00,04/11/2023 10:20:00,04/11/2023 13:28:00,04/11/2023 10:28:00,0,Tuesday,0.0
5,15,2023-05-15,AA,OO,PHX,DRO,78.0,351,15MAY23:18:00:00,15MAY23:20:00:00,26,0,103,78,50.0,39.0,0.0001,7.2994003,0.0,88.12853,Lrg,44.0,05/15/2023 19:04:00,05/15/2023 20:22:00,05/15/2023 21:43:00,05/15/2023 22:04:00,05/15/2023 22:22:00,05/15/2023 21:22:00,1,Monday,1.0
9,6,2023-09-06,WN,WN,PHX,MKE,205.0,1460,06SEP23:18:00:00,06SEP23:20:00:00,21,5,108,79,47.0,35.0,0.0,4.5186763,0.0,89.6905,Lrg,45.0,09/06/2023 19:50:00,09/06/2023 23:15:00,09/06/2023 22:55:00,09/06/2023 22:50:00,09/07/2023  1:15:00,09/07/2023  1:15:00,0,Wednesday,0.0
3,7,2023-03-07,WN,WN,PHX,DAL,135.0,879,07MAR23:12:00:00,07MAR23:14:00:00,20,15,73,56,42.1,30.0,0.0,3.1283145,0.0,63.758186,Lrg,55.0,03/07/2023 13:40:00,03/07/2023 15:55:00,03/07/2023 15:39:00,03/07/2023 15:40:00,03/07/2023 17:55:00,03/07/2023 16:55:00,0,Tuesday,0.0
7,8,2023-07-08,NK,NK,MCO,CLE,148.0,895,08JUL23:20:00:00,08JUL23:22:00:00,23,7,87,77,77.0,70.0,0.02,7.0387077,0.0,82.666664,Lrg,77.0,07/08/2023 21:05:00,07/08/2023 23:33:00,07/09/2023  0:13:00,07/08/2023 21:05:00,07/08/2023 23:33:00,07/08/2023 23:33:00,1,Saturday,1.0
4,2,2023-04-02,AA,OO,PHX,TUS,55.0,110,02APR23:18:00:00,02APR23:20:00:00,27,3,82,53,37.9,15.1,0.0,4.5186763,0.0,68.10433,Lrg,59.0,04/02/2023 19:00:00,04/02/2023 19:55:00,04/02/2023 20:28:00,04/02/2023 22:00:00,04/02/2023 21:55:00,04/02/2023 19:55:00,1,Sunday,1.0
7,29,2023-07-29,AA,AA,CLT,MIA,124.0,650,29JUL23:13:00:00,29JUL23:15:00:00,48,8,89,72,74.0,66.0,0.0001,5.561448,0.0,82.87269,Lrg,64.0,07/29/2023 14:43:00,07/29/2023 16:47:00,07/29/2023 18:09:00,07/29/2023 14:43:00,07/29/2023 16:47:00,07/29/2023 16:47:00,1,Saturday,1.0
3,20,2023-03-20,DL,DL,ORD,SLC,216.0,1250,20MAR23:18:00:00,20MAR23:20:00:00,57,5,52,30,24.1,9.0,0.0,15.207085,0.0,34.18644,Lrg,60.0,03/20/2023 19:18:00,03/20/2023 22:54:00,03/20/2023 23:52:00,03/20/2023 20:18:00,03/20/2023 23:54:00,03/20/2023 21:54:00,1,Monday,1.0
4,20,2023-04-20,WN,WN,FLL,ATL,120.0,581,20APR23:18:00:00,20APR23:20:00:00,13,65,82,73,68.0,62.6,0.0,10.862203,0.0,78.83969,Lrg,40.0,04/20/2023 19:30:00,04/20/2023 21:30:00,04/20/2023 21:23:00,04/20/2023 19:30:00,04/20/2023 21:30:00,04/20/2023 21:30:00,0,Thursday,0.0
2,17,2023-02-17,AA,AA,DCA,ORD,134.0,612,17FEB23:13:00:00,17FEB23:15:00:00,29,50,63,34,60.1,18.0,0.58,12.687053,0.0,46.759377,Lrg,55.0,02/17/2023 14:51:00,02/17/2023 17:05:00,02/17/2023 16:50:00,02/17/2023 14:51:00,02/17/2023 17:05:00,02/17/2023 16:05:00,0,Friday,0.0
2,9,2023-02-09,UA,UA,IAH,SEA,308.0,1874,09FEB23:08:00:00,09FEB23:10:00:00,11,30,72,40,48.9,35.1,0.0,2.6069288,0.0,53.590282,Lrg,64.0,02/09/2023  9:54:00,02/09/2023 15:02:00,02/09/2023 14:48:00,02/09/2023 10:54:00,02/09/2023 16:02:00,02/09/2023 13:02:00,0,Thursday,0.0
8,18,2023-08-18,AA,AA,DTW,CLT,112.0,500,18AUG23:18:00:00,18AUG23:20:00:00,12,21,74,56,54.0,46.0,0.0,9.298046,0.0,64.763435,Lrg,55.0,08/18/2023 19:37:00,08/18/2023 21:29:00,08/18/2023 21:14:00,08/18/2023 19:37:00,08/18/2023 21:29:00,08/18/2023 21:29:00,1,Friday,0.0
2,24,2023-02-24,F9,F9,ATL,PHX,264.0,1587,24FEB23:19:00:00,24FEB23:21:00:00,53,43,77,56,66.2,53.1,0.18,5.9090385,0.0,66.721466,Lrg,51.0,02/24/2023 20:54:00,02/25/2023  1:18:00,02/25/2023  2:41:00,02/24/2023 20:54:00,02/25/2023  1:18:00,02/24/2023 23:18:00,1,Friday,1.0
1,22,2023-01-22,DL,DL,ATL,BHM,53.0,134,22JAN23:09:00:00,22JAN23:11:00:00,70,2,47,40,45.0,37.0,2.04,7.125605,0.0,38.83466,Lrg,70.0,01/22/2023 10:14:00,01/22/2023 11:07:00,01/22/2023 11:06:00,01/22/2023 10:14:00,01/22/2023 11:07:00,01/22/2023 10:07:00,0,Sunday,0.0
7,16,2023-07-16,AS,AS,SAN,JFK,330.0,2446,16JUL23:21:00:00,16JUL23:23:00:00,13,24,75,65,64.0,61.0,0.0,4.7793694,0.0,68.83763,Lrg,64.0,07/16/2023 22:45:00,07/17/2023  4:15:00,07/17/2023  4:30:00,07/17/2023  1:45:00,07/17/2023  7:15:00,07/17/2023  7:15:00,1,Sunday,1.0
9,19,2023-09-19,AA,AA,BOS,CLT,147.0,728,19SEP23:15:00:00,19SEP23:17:00:00,30,56,73,61,63.0,52.0,0.0,12.773951,0.0,66.761505,Lrg,50.0,09/19/2023 16:33:00,09/19/2023 19:00:00,09/19/2023 19:09:00,09/19/2023 16:33:00,09/19/2023 19:00:00,09/19/2023 19:00:00,0,Tuesday,0.0
10,16,2023-10-16,DL,DL,SLC,OAK,114.0,588,16OCT23:21:00:00,16OCT23:23:00:00,21,8,77,48,47.0,38.0,0.0,4.2579837,0.0,59.374012,Lrg,45.0,10/16/2023 22:59:00,10/17/2023  0:53:00,10/17/2023  0:35:00,10/17/2023  0:59:00,10/17/2023  2:53:00,10/16/2023 23:53:00,0,Monday,0.0
10,27,2023-10-27,AA,PT,CLT,CHO,79.0,245,27OCT23:06:00:00,27OCT23:08:00:00,13,0,80,54,60.0,54.0,0.0,3.3890073,0.0,68.16399,Lrg,32.0,10/27/2023  7:11:00,10/27/2023  8:30:00,10/27/2023  8:18:00,10/27/2023  7:11:00,10/27/2023  8:30:00,10/27/2023  8:30:00,0,Friday,0.0
8,21,2023-08-21,DL,DL,TPA,RDU,109.0,587,21AUG23:19:00:00,21AUG23:21:00:00,13,9,96,80,77.0,70.0,0.0,6.6911173,0.0,94.87511,Lrg,60.0,08/21/2023 20:51:00,08/21/2023 22:40:00,08/21/2023 22:23:00,08/21/2023 20:51:00,08/21/2023 22:40:00,08/21/2023 22:40:00,0,Monday,0.0
8,20,2023-08-20,F9,F9,ATL,DEN,209.0,1199,20AUG23:21:00:00,20AUG23:23:00:00,63,31,92,72,68.0,63.0,0.0,5.6483455,0.0,82.98483,Lrg,676.0,08/20/2023 22:29:00,08/21/2023  1:58:00,08/21/2023  1:37:00,08/20/2023 22:29:00,08/21/2023  1:58:00,08/20/2023 23:58:00,0,Sunday,0.0
4,7,2023-04-07,UA,UA,IAH,RIC,169.0,1157,07APR23:17:00:00,07APR23:19:00:00,10,5,59,54,59.0,53.1,0.99,9.298046,0.0,56.164894,Lrg,477.0,04/07/2023 18:25:00,04/07/2023 21:14:00,04/07/2023 22:45:00,04/07/2023 19:25:00,04/07/2023 22:14:00,04/07/2023 22:14:00,0,Friday,1.0
4,5,2023-04-05,WN,WN,DEN,PHX,115.0,602,05APR23:16:00:00,05APR23:18:00:00,41,28,43,11,23.0,6.1,0.0001,7.7338886,0.0001,19.347868,Lrg,50.0,04/05/2023 17:25:00,04/05/2023 19:20:00,04/05/2023 20:17:00,04/05/2023 19:25:00,04/05/2023 22:20:00,04/05/2023 18:20:00,1,Wednesday,1.0
2,9,2023-02-09,UA,OO,DEN,LIT,132.0,771,09FEB23:16:00:00,09FEB23:18:00:00,35,2,31,16,19.9,7.0,0.0001,12.687053,0.0001,13.082464,Lrg,154.0,02/09/2023 17:34:00,02/09/2023 19:46:00,02/09/2023 19:38:00,02/09/2023 19:34:00,02/09/2023 21:46:00,02/09/2023 20:46:00,0,Thursday,0.0
7,15,2023-07-15,DL,DL,DEN,ATL,182.0,1199,15JUL23:09:00:00,15JUL23:11:00:00,50,66,87,57,58.0,49.0,0.0,8.081479,0.0,70.28446,Lrg,70.0,07/15/2023 10:53:00,07/15/2023 13:55:00,07/15/2023 13:50:00,07/15/2023 12:53:00,07/15/2023 15:55:00,07/15/2023 15:55:00,0,Saturday,1.0
7,24,2023-07-24,WN,WN,BNA,MSY,90.0,471,24JUL23:21:00:00,24JUL23:23:00:00,10,8,91,67,68.0,62.0,0.02,3.8234954,0.0,79.11822,Lrg,85.0,07/24/2023 22:15:00,07/24/2023 23:45:00,07/25/2023  0:05:00,07/24/2023 23:15:00,07/25/2023  0:45:00,07/24/2023 23:45:00,1,Monday,1.0
9,12,2023-09-12,UA,UA,IAH,ATL,123.0,689,12SEP23:13:00:00,12SEP23:15:00:00,5,56,97,72,72.0,63.0,0.0,3.5628026,0.0,87.7411,Lrg,62.0,09/12/2023 14:20:00,09/12/2023 16:23:00,09/12/2023 16:07:00,09/12/2023 15:20:00,09/12/2023 17:23:00,09/12/2023 17:23:00,0,Tuesday,0.0
2,24,2023-02-24,AA,OO,DFW,CLL,61.0,164,24FEB23:21:00:00,24FEB23:23:00:00,50,0,49,42,39.0,27.0,0.0001,11.209793,0.0,38.629936,Lrg,185.0,02/24/2023 22:50:00,02/24/2023 23:51:00,02/24/2023 23:50:00,02/24/2023 23:50:00,02/25/2023  0:51:00,02/24/2023 23:51:00,0,Friday,0.0
6,22,2023-06-22,AA,AA,JFK,SFO,391.0,2586,22JUN23:15:00:00,22JUN23:17:00:00,27,33,73,58,62.1,50.0,0.0001,10.080125,0.0,65.49476,Lrg,19.0,06/22/2023 16:59:00,06/22/2023 23:30:00,06/22/2023 23:15:00,06/22/2023 16:59:00,06/22/2023 23:30:00,06/22/2023 20:30:00,0,Thursday,0.0
9,27,2023-09-27,DL,DL,LGA,ATL,151.0,762,27SEP23:14:00:00,27SEP23:16:00:00,32,68,66,53,51.0,40.0,0.0,10.25392,0.0,60.360588,Lrg,74.0,09/27/2023 15:00:00,09/27/2023 17:31:00,09/27/2023 17:32:00,09/27/2023 15:00:00,09/27/2023 17:31:00,09/27/2023 17:31:00,0,Wednesday,0.0
7,10,2023-07-10,AA,AA,DFW,BUF,183.0,1212,10JUL23:18:00:00,10JUL23:20:00:00,55,6,98,78,78.1,71.1,0.0,7.212503,0.0,95.00946,Lrg,60.0,07/10/2023 19:06:00,07/10/2023 22:09:00,07/10/2023 21:54:00,07/10/2023 20:06:00,07/10/2023 23:09:00,07/10/2023 23:09:00,0,Monday,0.0
8,25,2023-08-25,DL,DL,LAX,KOA,334.0,2504,25AUG23:15:00:00,25AUG23:17:00:00,21,5,73,63,63.0,60.0,0.0,7.646991,0.0,67.087944,Lrg,75.0,08/25/2023 16:51:00,08/25/2023 22:25:00,08/25/2023 22:37:00,08/25/2023 19:51:00,08/26/2023  1:25:00,08/25/2023 19:25:00,0,Friday,0.0
3,1,2023-03-01,WN,WN,DTW,MDW,75.0,228,01MAR23:18:00:00,01MAR23:20:00:00,14,7,53,34,37.9,30.9,0.0,3.9972906,0.0,39.44745,Lrg,60.0,03/01/2023 19:55:00,03/01/2023 21:10:00,03/01/2023 20:49:00,03/01/2023 19:55:00,03/01/2023 21:10:00,03/01/2023 20:10:00,0,Wednesday,0.0
6,24,2023-06-24,WN,WN,SNA,OAK,85.0,371,24JUN23:19:00:00,24JUN23:21:00:00,7,9,73,59,57.0,51.1,0.0,4.171086,0.0,66.19652,Med,60.0,06/24/2023 20:55:00,06/24/2023 22:20:00,06/24/2023 22:30:00,06/24/2023 23:55:00,06/25/2023  1:20:00,06/24/2023 22:20:00,0,Saturday,1.0
